Index,Platform,Year of first publishment,Articles,Article links,Age (for whom to be protected),For whom to use/control the safety features,WhoUseControl,SafetyFeatures,Problemarea,Content,Contact,Conduct,Contract,Circulation,Quotes
YouTube19,YouTube,2019,Set your channel or video’s audience,https://support.google.com/youtube/answer/9527654?hl=en&co=GENIE.Platform%3DAndroid,ChildrenUnder13,General Creators & Platform,General Creators & Platform,Monetization Restrictions,Monetization,,,,Monetization Restrictions,,"As a YouTube creator, you are required to set future and existing videos as made for kids or not. Even creators who don’t make content for kids need to set their audience. This will help ensure that we offer the appropriate features on your content."
YouTube19,YouTube,2019,Set your channel or video’s audience,https://support.google.com/youtube/answer/9527654?hl=en&co=GENIE.Platform%3DAndroid,ChildrenUnder13,General Creators & Platform,General Creators & Platform,Purchase Restrictions,Monetization,,,,Purchase Restrictions,,"As a YouTube creator, you are required to set future and existing videos as made for kids or not. Even creators who don’t make content for kids need to set their audience. This will help ensure that we offer the appropriate features on your content."
TikTok48,TikTok,2023,Introducing a way to refresh your For You feed on TikTok,https://newsroom.tiktok.com/en-us/introducing-a-way-to-refresh-your-for-you-feed-on-tiktok-us,Teens (13-17),Platform,Platform,Content Creation Restrictions,Content Creation,RECOMMENDATION_RESTRICTIONS,,,,,"Filtering out content with complex or mature themes from teen accounts, powered by our Content Levels system"
YouTube28,YouTube,2020,"Watching ""made for kids"" content",https://support.google.com/youtube/answer/9632097?hl=en,ChildrenUnder13,Platform,Platform,Purchase Restrictions,Monetization,,,,Purchase Restrictions,,
TikTok55,TikTok,2024,"TikTok CEO Shou Chew's Opening Statement - Senate Judiciary Committee Hearing on Online Child Sexual Exploitation Crisis - January 31, 2024",https://newsroom.tiktok.com/en-us/opening-statement-senate-judiciary-committee-hearing,Teens (13-17),Platform,Platform,Content Creation Restrictions,Content Creation,,,NO_LIVE_STREAMING,,,"every teen under 18 has a screentime limit automatically set to 60 minutes. And Fourth, only people over 18 are allowed to host a livestream."
TikTok65,TikTok,2025,Live safety guide,https://www.tiktok.com/safety/en/live-safety-guide,Teens (13-17),Platform,Platform,Content Creation Restrictions,Content Creation,,,NO_GOING_LIVE,,,"Creators must be 18+ to go LIVE and people must be 18+ to send and receive LIVE Gifts (*must be 19 to send Gifts in South Korea). Additionally, if age-restricted content is identified during the LIVE it won't be recommended for people between the ages of 13 - 17. LIVE creators are notified and can choose to disconnect co-hosts or remove guests whose LIVE content has been flagged as age-restricted."
YouTube7,YouTube,2021,A new choice for parents of tweens and teens on YouTube,https://blog.youtube/news-and-events/supervised-experiences-for-families-on-youtube/,ChildrenUnder18,Platform,Platform,Purchase Restrictions,Monetization,,,,NO_INAPP_PURCHASE,,"When a parent grants access to YouTube, their child’s experience will feel much like regular YouTube, but certain features will be disabled to protect younger audiences. For example, we won't serve personalized ads or ads in certain categories. At launch, we'll also disable in-app purchases, as well as creation and comments features. Since self-expression and community are integral parts of YouTube and children's development, over time we'll work with parents and experts to add some of these features through an age-appropriate and parent controlled approach."
YouTube75,YouTube,2024,Gifts eligibility and availability,https://support.google.com/youtube/answer/15535963?hl=en,ChildrenUnder13,Platform,Platform,Purchase Restrictions,Monetization,,,,Purchase Restrictions,,"Requirements for individual vertical live streams
Gifts aren’t available on the following types of videos:

Age-restricted
Unlisted
Private
Made for kids
With YouTube Giving fundraisers
Horizontal Live streams
Gifts are not available when live chat or comments are turned off.

If you have access, gifts will surface in the Earn hub of YouTube Studio.
"
YouTube75,YouTube,2024,Gifts eligibility and availability,https://support.google.com/youtube/answer/15535963?hl=en,ChildrenUnder18,Platform,Platform,Purchase Restrictions,Monetization,,,,Purchase Restrictions,,"Requirements for individual vertical live streams
Gifts aren’t available on the following types of videos:

Age-restricted
Unlisted
Private
Made for kids
With YouTube Giving fundraisers
Horizontal Live streams
Gifts are not available when live chat or comments are turned off.

If you have access, gifts will surface in the Earn hub of YouTube Studio.
"
YouTube77,YouTube,2024,"Super Chat & Super Stickers eligibility, availability, and policies",https://support.google.com/youtube/answer/9277801?hl=en,ChildrenUnder18,Platform,Platform,Purchase Restrictions,Monetization,,,,Purchase Restrictions,,
YouTube77,YouTube,2019,"Super Chat & Super Stickers eligibility, availability, and policies",https://support.google.com/youtube/answer/9277801?hl=en,ChildrenUnder18,Platform,Platform,Purchase Restrictions,Monetization,,,,Purchase Restrictions,,
YouTube18,YouTube,2018,Child safety policy,https://support.google.com/youtube/answer/2801999?hl=en,ChildrenUnder18,Creators featuring children,General Creators,Content Creation Restrictions,Content Creation,"NO_END_SCREEN, NO_VIDEO_WATERMARKS",,,"NO_LIVE_STREAM, NO_COMMUNITY_POST",,"Content featuring minors
""To protect minors on YouTube, content that doesn’t violate our policies but features children may have some features disabled at both the channel and content level. These features may include:
Comments
Live chat
Live streaming
Video recommendations (how and when your video is recommended)
Community posts
Shorts Video remixing"""
YouTube2,YouTube,2019,An update on our efforts to protect minors and families,https://blog.youtube/news-and-events/an-update-on-our-efforts-to-protect/,ChildrenUnder18,Platform,Platform,Content Creation Restrictions,Content Creation,,,NO_LIVESTREAM,,,"We updated enforcement of our live streaming policy to specifically disallow younger minors from live streaming unless they are clearly accompanied by an adult. Channels not in compliance with this policy may lose their ability to live stream. We also launched new classifiers (machine learning tools that help us identify specific types of content) on our live products to find and remove more of this content.

We disabled comments on tens of millions of videos featuring minors across the platform, to limit the risk of exploitation

We expanded our efforts from earlier this year around limiting recommendations of borderline content to include videos featuring minors in risky situations. While the content itself does not violate our policies, we recognize the minors could be at risk of online or offline exploitation"
YouTube4,YouTube,2020,Better protecting kids’ privacy on YouTube,https://blog.youtube/news-and-events/better-protecting-kids-privacy-on-youtube/,ChildrenUnder13,Platform,Platform,Content Creation Restrictions,Content Creation,,,NO_STORIES,,,"as comments, live chat, notification bell, stories, save to playlist, and others"
YouTube7,YouTube,2021,A new choice for parents of tweens and teens on YouTube,https://blog.youtube/news-and-events/supervised-experiences-for-families-on-youtube/,ChildrenUnder18,Platform,Platform,Content Creation Restrictions,Content Creation,,,NO_CONTENT_CREATION,,,"When a parent grants access to YouTube, their child’s experience will feel much like regular YouTube, but certain features will be disabled to protect younger audiences. For example, we won't serve personalized ads or ads in certain categories. At launch, we'll also disable in-app purchases, as well as creation and comments features. Since self-expression and community are integral parts of YouTube and children's development, over time we'll work with parents and experts to add some of these features through an age-appropriate and parent controlled approach."
TikTok14,TikTok,2020,Supporting youth and families on TikTok,https://newsroom.tiktok.com/en-us/supporting-youth-and-families-on-tiktok,Teens (13-17),Parent,Parents,Search Control,Content Exposure,"SEARCH_RESTRICTIONS, CONTENT_RESTRICTIONS",,,,,
YouTube16,YouTube,2023,Parental controls & settings for supervised experiences on YouTube,https://support.google.com/youtube/answer/13877231?hl=en&co=GENIE.Platform%3DAndroid,ChildrenUnder13,Parents,Parents,Search Control,Content Exposure,SEARCH_CONTROL,,,,,"Clear history
Disable autoplay
Pause watch history
Pause search history"
YouTube2_2,YouTube,2015,"Introducing the newest member of our family, the YouTube Kids app--available on Google Play and the App Store",https://blog.youtube/news-and-events/youtube-kids/,ChildrenUnder13,Parents,Parents,Search Control,Content Exposure,SEARCH_CONTROL,,,,,"Timer: Let the app be the bad guy with a built-in timer that lets you limit kids’ screen time. The app alerts your child when the session is over, so you don’t have to. (You’re welcome. ;) )

Search settings: If you’d rather limit your children to just the pre-selected videos available on the home screen, you can turn off search."
YouTube24_1,YouTube,2020,Important info for parents about YouTube Kids,https://support.google.com/youtubekids/answer/6130561?hl=en&ref_topic=12984397#zippy=,ChildrenUnder13,Parents,Parents,Search Control,Content Exposure,"SEARCH_OFF, APPROAVED_CONTENT_ONLY",,,,,"If you would like to restrict your child’s experience to a more limited set of content you can turn off Search using parental settings. By turning search off, your child will only have access to channels that have been verified by YouTube Kids. Keep in mind that regardless of the status of Search in your app, there's always a chance that your child will find content you don’t want them to watch.

When Pause history is on the app will stop using new videos you watch or terms you search for to influence your Recommended videos. You can turn Pause history on or off in parental settings.
When Pause history is on the app will stop using new videos you watch or terms you search for to influence your Watch it again videos. You can turn Pause history on or off in ""We've included features for you to tailor the YouTube Kids experience for you child. For example, you can set a timer to limit how much time a child spends on the app. Other controls include:
Blocking content 
Limiting access to only approved content
Turning off search
Clearing history
Pausing history""

parental settings.

"
